participant_id	ant_nc_mn_ac	ant_ii_std_rt	ant_mean_rtinc	ant_cc_mn_rt	ant_in_trials	ant_ii_std_ac	ant_ic_std_rt	ant_ic_trials	ant_sd_rtcon	ant_mean_accomierrcon	ant_conflict_rt_effect	ant_nn_trials	ant_cn_std_ac	ant_ni_std_ac	ant_sd_rtinc	ant_mean_accomierrinc	ant_in_std_ac	ant_in_std_rt	ant_cc_mn_ac	ant_ci_trials	ant_cn_std_rt	ant_conflict_acc_effect	ant_ci_std_rt	ant_ii_trials	ant_cn_mn_rt	ant_mean_rtcon	ant_nc_trials	ant_median_accinc	ant_ci_mn_ac	ant_median_accneu	ant_median_rtneu	ant_ni_std_rt	ant_in_mn_rt	ant_cc_trials	ant_mean_rtneu	ant_nc_std_rt	ant_nn_std_ac	ant_cn_trials	ant_ic_mn_rt	ant_median_acccon	ant_ic_mn_ac	ant_nn_mn_ac	ant_cc_std_rt	ant_median_rtcon	ant_ni_mn_ac	ant_mean_acccomerrinc	ant_median_rtinc	ant_in_mn_ac	ant_sd_rtneu	ant_ci_std_ac	ant_cc_std_ac	ant_ic_std_ac	ant_ci_mn_rt	ant_ni_trials	ant_cn_mn_ac	ant_nn_mn_rt	ant_nn_std_rt	ant_mean_acccomerrneu	ant_ii_mn_rt	ant_ni_mn_rt	ant_ii_mn_ac	ant_nc_std_ac	ant_nc_mn_rt	ant_mean_accomierrneu	ant_mean_acccomerrcon
sub-10271	1	46.1207654	554.85	503.4444444	20	0	89.6711942	13	76.684661	n/a	36.72	9	0	0	58.6598524	n/a	0	70.0648384	1	17	68.0930736	0	58.4830292	8	538	518.13	17	1	1	1	519	69.0711891	495.85	9	515.44	89.4034149	0	13	544.3846154	1	1	1	48.3169512	503	1	1	565	1	73.3667286	0	0	0	562.5294118	16	1	516.2222222	94.2679396	1	556.375	538.1875	1	0	505.2941176	n/a	1
sub-10273	1	79.3860914	577.94	493.25	13	0	85.6724007	19	74.5182994	n/a	58.73	8	0	0	71.8134126	n/a	0	86.1057043	1	15	68.1775288	0	55.1334312	12	548.2105263	519.21	15	1	1	1	541	59.3655178	528.2307692	8	540.77	72.6729137	0	19	533.2631579	1	1	1	38.0479021	513.5	1	0.9791667	576	1	73.6397902	0	0	0	578.5333333	18	1	517.125	90.1212477	1	565.8333333	590.5	1	0	518.0666667	n/a	1
sub-10274	1	200.7863114	634.5	558.7142857	19	0	73.8677166	14	87.5262651	n/a	100.06	8	0	0	145.0003668	n/a	0	97.6540618	1	19	71.3963667	0	140.3216022	7	485.5	534.44	22	1	1	1	486	115.6291201	523.2631579	7	501.06	75.8949633	0	18	554.8571429	1	1	1	97.1797549	519.5	1	0.9791667	638	1	83.3624249	0	0	0	619.5263158	14	1	519.125	52.1301599	0.9791667	763.1428571	601.3571429	1	0	507.9545455	n/a	1
sub-10280	1	77.4661216	638.5	496.8888889	13	0	75.8304029	17	64.3097247	n/a	132.94	12	0	0	95.1033033	n/a	0	51.6374193	1	17	64.2321158	0	76.9752634	9	497	505.56	19	1	1	1	493.5	69.541539	497.6153846	9	504.54	61.9717442	0	18	524	1	1	1	54.1097136	491.5	1	0.9375	644	1	59.4356288	0	0	0	648.2352941	13	1	514.6666667	53.4710344	1	666.3333333	625.2307692	1	0	493.0526316	n/a	1
sub-10290	1	70.321879	578.15	526.8	16	0	76.172611	15	76.0094129	n/a	96.77	8	0	0	78.1564143	n/a	0	51.5269751	1	17	67.8946663	0	52.0288382	10	472.4	481.38	15	1	1	1	460	81.4027612	472.6875	5	473.67	47.4709936	0	15	505.1333333	1	1	1	124.936784	455	1	0.9375	583.5	1	64.9537752	0	0	0	595	15	1	453.75	56.840001	0.9583333	593.5	591.5333333	1	0	435.7333333	n/a	1
sub-10292	1	95.5343273	728.44	778.5	19	0	102.868959	12	150.1924519	n/a	74.63	6	0	0	144.4799782	n/a	0	130.1658636	1	12	125.1443798	0	134.4725949	13	592.2	653.81	20	1	1	1	608	174.3201154	629.5263158	8	628.44	130.5388025	0	20	617.75	1	1	1	239.5442101	612	1	1	714	1	129.660589	0	0	0	740.8333333	20	1	690.5	133.306789	1	663.8461538	764.85	1	0	638.8	n/a	1
sub-10299	1	50.7699058	528.67	475.0714286	19	0	85.4040923	13	73.6963262	n/a	64.82	7	0	0	115.9250186	n/a	0	75.6503963	1	18	64.8483438	0	80.5475745	4	453.1538462	463.85	19	1	1	1	467	132.1170837	477.7368421	14	466.69	82.1043054	0	13	451.7692308	1	1	1	51.314212	460.5	1	0.9166667	529	1	76.5075872	0	0	0	524.5	15	1	476.4285714	56.7504982	0.9791667	565.25	524.2666667	1	0	460.6842105	n/a	1
sub-10304	1	50.8748464	535.46	459.7142857	17	0	50.5649041	15	60.1798685	n/a	70.31	11	0	0	99.0933277	n/a	0	37.5297921	1	20	135.654893	0	61.9115456	4	499.375	465.15	15	1	1	1	450.5	125.4471699	445.1176471	7	464.96	49.1811036	0	16	454.3333333	1	1	1	40.2521812	456	1	0.8333333	534	1	92.6333331	0	0	0	555.25	12	1	436.9090909	43.9669297	1	538.25	578.9166667	1	0	467.0666667	n/a	1
sub-10316	1	117.5512046	569.23	483.6666667	14	0	88.0364601	18	89.3023567	n/a	50.17	6	0	0	95.4849302	n/a	0	74.6551044	1	20	89.1865197	0	89.667808	8	505.1176471	519.06	20	1	1	1	500	85.4023632	493	9	505.46	89.4976624	0	17	543.2222222	1	1	1	77.9358711	507.5	1	0.9583333	563	1	77.7352184	0	0	0	594	11	1	490.8333333	44.8081094	1	592	531.8181818	1	0	520.4	n/a	1
sub-10321	1	64.0839794	600.33	521.5384615	16	0	71.7687066	14	68.202959	n/a	80.45	10	0	0	80.9455644	n/a	0	41.6875281	1	12	100.0347467	0	51.0801509	13	506.7857143	519.88	14	1	1	1	555	94.7105843	571.125	13	540.21	75.4102698	0	14	534.8571429	1	1	1	69.0779938	511	1	0.9583333	594	1	83.8537121	0	0	0	594.5	18	1	524.6	91.4563648	1	614.6153846	612.7222222	1	0	504.6428571	n/a	1
sub-10325	1	45.927842	563.88	462.0714286	18	0	85.2822764	15	108.675486	n/a	82.86	7	0	0	58.3210575	n/a	0	55.4237685	1	11	50.4006011	0	63.0987682	6	479.2941176	481.02	14	1	1	1	458	40.8803819	471.5	14	473.02	171.4842126	0	17	499.7333333	1	1	1	63.6184108	453.5	1	1	555.5	1	49.8335483	0	0	0	555.3636364	22	1	464.4285714	47.9612939	1	567.8333333	552.4090909	1	0	483.7142857	n/a	1
sub-10329	1	70.6455943	511.1	493.375	18	0	63.2412527	14	63.3782829	n/a	66.14	10	0	0	76.9695269	n/a	0	54.2558994	1	20	82.4010896	0	66.3181328	6	484.6428571	444.96	19	1	1	1	442	85.9272629	447.0555556	8	455.13	56.2233433	0	14	436.0714286	1	1	1	79.8264859	435	1	0.9375	527.5	1	68.5461873	0	0	0	513.1	14	1	430.2	65.5621842	1	522	540.5714286	1	0	435.2105263	n/a	1
sub-10339	1	128.6256843	750.63	609.9	19	0	115.9655121	14	85.3712143	n/a	139.36	4	0	0	130.2001119	n/a	0	124.0386895	1	12	133.3291008	0	141.2524872	6	663.2631579	611.27	18	1	1	1	631.5	136.2721192	630.4736842	10	650.83	68.5852601	0	19	608	1	1	1	76.3449045	617.5	1	1	727.5	1	124.106566	0	0	0	769.4166667	21	1	691.25	171.470843	0.9791667	686.8333333	750.2380952	1	0	621.9444444	n/a	1
sub-10340	1	64.5600496	631.94	523.75	12	0	78.4942031	23	68.7946373	n/a	111.19	8	0	0	90.0974428	n/a	0	102.3835258	1	22	71.7512554	0	52.1274039	6	508.3529412	520.75	15	1	1	1	515	97.8042262	572.25	4	534.35	61.5356652	0	17	535.3913043	1	1	1	65.9917924	518	1	0.9583333	638.5	1	86.368456	0	0	0	640.8636364	13	1	564.625	99.6593304	1	627	643	1	0	500.2666667	n/a	1
sub-10345	1	59.096685	511.17	432.75	24	0	50.6822893	9	50.6273367	n/a	63.19	10	0	0	67.3123343	n/a	0	57.327419	1	18	63.354633	0	82.6520386	11	481.8571429	447.98	15	1	1	1	456	59.0564702	474.5416667	16	472.1	54.009523	0	7	464.2222222	1	1	1	47.3856518	442	1	0.9791667	509.5	1	60.4177794	0	0	0	526.7777778	16	1	453	49.087224	1	509.7272727	498.25	1	0	438.8	n/a	1
sub-10347	1	80.3527639	532.77	445.9090909	17	0	64.3864974	20	65.2060428	n/a	65.23	11	0	0	62.6928479	n/a	0	64.2023456	1	18	48.210476	0	59.1170325	6	464.625	467.54	13	1	1	1	466	56.3956885	477.2352941	11	471	69.7477139	0	16	473.6	1	1	1	67.2539286	456.5	1	0.9791667	535	1	58.9644682	0	0	0	539.6666667	19	1	453.3636364	65.2966657	0.9791667	553.8333333	526.8421053	1	0	475.9230769	n/a	1
sub-10356	1	48.3293986	680.65	641.8	15	0	110.0840254	17	123.240978	n/a	70.61	9	0	0	79.3691857	n/a	0	123.4008953	1	21	73.9985206	0	86.4695928	13	611.3888889	610.04	22	1	1	1	604	92.3104446	625.9333333	5	616.98	139.569716	0	18	586.3529412	1	1	1	83.6791491	587.5	1	1	681.5	1	93.3286323	0	0	0	680.2380952	11	1	603.2222222	61.7976087	1	694.6923077	662.7272727	1	0	621.9090909	n/a	1
sub-10361	1	30.7067543	620.35	529.125	15	0	66.7943076	19	61.9412757	n/a	83.81	7	0	0	46.4503806	n/a	0	141.693062	1	13	67.9158443	0	47.2672435	7	548.1904762	536.54	16	1	1	1	553	52.4449335	572.2666667	8	567.33	49.114789	0	21	541.4210526	1	1	1	73.0878874	532	1	1	627	1	102.5129641	0	0	0	618.2307692	20	1	603.1428571	122.674948	1	631.2857143	606.55	1	0	527.5625	n/a	1
sub-10365	1	184.2073107	530.9	461.8333333	12	0	79.9253124	18	76.6528482	n/a	50.38	13	0	0	105.471432	n/a	0	74.9296134	1	19	58.351725	0	91.6259878	3	450.0666667	480.52	16	1	1	1	485	65.9758335	510.9166667	6	487.48	74.4739048	0	15	482.9444444	1	1	1	96.0237818	476	1	0.7916667	549.5	1	69.7094241	0	0	0	565.8947368	12	1	492.5384615	64.7168389	1	533.3333333	554.5833333	1	0	462.3125	n/a	1
sub-10376	1	72.0370275	563.42	466.5714286	18	0	35.9747665	17	59.793524	n/a	56.15	5	0	0	61.9054988	n/a	0	38.9482647	1	18	25.0502791	0	31.6832774	3	505.8571429	507.27	16	1	1	1	505	71.258099	505.5555556	7	517.56	77.6958815	0	14	508.0588235	1	1	1	26.8195025	501	1	1	556	1	59.3897714	0	0	0	549.7777778	16	1	516.4	77.8350821	0.9791667	545.6666667	572.375	1	0	516.375	n/a	0.9791667
sub-10377	1	95.2511301	622.48	507	12	0	133.8847055	18	105.4305509	n/a	75.1	10	0	0	104.1467846	n/a	0	82.2991587	1	16	80.9968878	0	82.0218467	9	530.6875	547.38	16	1	1	1	539.5	108.8283051	573.3333333	6	540.17	87.6964224	0	16	569.0555556	1	1	1	61.5727212	541.5	1	0.9583333	634	1	76.1407804	0	0	0	656.875	15	1	516.4	54.0497713	0.9166667	641.5555556	590.2	1	0	537.4375	n/a	0.9791667
sub-10388	1	42.2082748	608.15	537.1111111	19	0	47.4958371	11	41.1406459	n/a	67	6	0	0	72.9152786	n/a	0	49.0366852	1	16	38.3995614	0	85.5990411	14	547	541.15	25	1	1	1	548.5	75.0440164	555.5263158	9	549.94	43.7718707	0	20	537.6363636	1	1	1	16.2745541	538	1	0.9791667	605.5	1	46.4228512	0	0	0	611.4375	14	1	526.6666667	45.0185147	1	612	597.7142857	1	0	543.68	n/a	1
sub-10428	1	51.7667847	506.38	391.625	13	0	58.3472742	17	58.4049472	n/a	83.98	5	0	0	78.0536163	n/a	0	58.2148981	1	13	71.2799337	0	79.0632658	5	430.25	422.4	16	1	1	1	408	57.9050948	416.8461538	8	424.56	55.1225529	0	20	428.8235294	1	1	1	68.1844924	423.5	1	0.875	523	1	60.8615122	0	0	0	528	16	1	419.2	41.1302808	1	516.4	537.25	1	0	422.3125	n/a	1
sub-10429	1	82.4771253	735.1	682.5	14	0	140.4575439	19	145.608504	n/a	118.79	6	0	0	143.2220772	n/a	0	84.0150431	1	18	141.7911564	0	135.4161946	7	639.5555556	616.31	16	1	1	1	609	114.3788609	570.2857143	8	617.79	167.3654186	0	18	614.8947368	1	1	1	100.9087282	592.5	1	0.9791667	726	1	131.2883716	0	0	0	725.6111111	15	1	680.1666667	167.7705775	0.9791667	746.1428571	725.3333333	1	0	601.625	n/a	0.9791667
sub-10438	1	39.2852814	524.77	409.3846154	16	0	31.5826297	16	52.5500732	n/a	90.12	9	0	0	69.1945268	n/a	0	63.8858357	1	11	53.9996528	0	67.6196582	7	473.3125	434.65	13	1	1	1	453.5	55.9663119	452.75	13	461.71	46.5466405	0	16	431.5625	1	1	1	48.5721773	428	1	0.875	533	1	54.3048755	0	0	0	531.2727273	19	1	442.8888889	26.0837327	1	537	540.6842105	1	0	440.6153846	n/a	1
sub-10440	1	106.1223993	596.19	493	18	0	86.045119	16	76.5525708	n/a	102.48	11	0	0	90.2499263	n/a	0	96.3141137	1	18	99.8565638	0	90.2858207	11	504	493.71	19	1	1	1	455.5	70.5971848	497.0555556	7	492.79	80.5476503	0	16	523.8125	1	1	1	44.5869936	482.5	1	0.9791667	588	1	95.3753968	0	0	0	623	16	1	460.7272727	55.9894471	1	581.1818182	571.6875	1	0	475.5789474	n/a	1
sub-10448	1	107.0293833	573.21	473	16	0	75.5382629	16	72.9729347	n/a	73.02	11	0	0	87.432152	n/a	0	62.3962806	1	20	68.9526965	0	75.3580052	10	511.8461538	500.19	17	1	1	1	494	68.0540672	503.6875	9	500.73	66.819225	0	13	520.8125	1	1	1	74.9899993	501.5	1	0.9375	568	1	64.580064	0	0	0	583.75	12	1	476	72.0485947	1	597.8	577.0833333	1	0	494.9411765	n/a	1
sub-10455	1	68.6819562	557.15	478.8	18	0	61.7517696	18	69.8849993	n/a	103.11	10	0	0	73.1463091	n/a	0	117.6248051	1	17	58.3636384	0	65.5058372	10	445.2	454.04	14	1	1	1	449.5	84.9339613	495.7777778	10	465.15	65.3934836	0	15	440.8888889	1	1	1	89.066517	448.5	1	1	553	1	84.9137208	0	0	0	561.5294118	19	1	442.7	43.9470641	1	565.1	547	1	0	440	n/a	1
sub-10460	1	85.5486816	680.19	568.3	15	0	113.9796589	14	113.4201065	n/a	88.27	7	0	0	102.5788034	n/a	0	48.4662868	1	10	107.7565187	0	157.2215705	13	574.0555556	591.92	16	1	1	1	543.5	76.1867895	538.1333333	10	572.02	133.8005979	0	18	595.1428571	1	1	1	110.6908106	568	1	0.9791667	678.5	1	97.1534188	0	0	0	690.2	19	1	596.5714286	90.3066205	0.9791667	644.9230769	714.7368421	1	0	602.25	n/a	1
sub-10471	1	81.4162828	734.52	598.6666667	12	0	86.959435	25	83.1184721	n/a	117.04	9	0	0	122.9381421	n/a	0	89.7469507	1	14	71.1892484	0	161.0286474	9	620	617.48	12	1	1	1	615.5	104.2629126	608.8333333	9	614.79	64.9535965	0	23	633.88	1	1	1	98.7205652	609	1	1	719	1	82.392666	0	0	0	776.9285714	23	1	583.7777778	87.0068644	1	675.1111111	740.8695652	1	0	596.6666667	n/a	1
sub-10478	1	89.8314891	592.74	549.9090909	16	0	109.1217951	17	83.2370685	n/a	59.36	5	0	0	137.9432106	n/a	0	112.2477728	1	12	60.0596682	0	76.9597986	8	511.9473684	533.38	15	1	1	1	514.5	121.6198997	559.6875	11	526.94	67.4681583	0	19	548.2352941	1	1	1	58.3051534	523.5	1	0.9574468	563	1	82.0496493	0	0	0	545.9166667	21	1	542	49.9149276	1	582.375	622	1	0	497.6666667	n/a	1
sub-10487	1	52.7891696	524.1	502.75	17	0	43.3240186	17	55.0018335	n/a	51.2	9	0	0	61.4343585	n/a	0	36.7255321	1	13	58.8493468	0	74.8959963	8	467.3684211	472.9	16	1	1	1	454	63.9674259	448.4705882	8	459.46	47.52644	0	19	481.2941176	1	1	1	65.4080598	479	1	1	516.5	1	46.0106178	0	0	0	511.0769231	20	1	468.4444444	34.3078384	1	510.875	531.6	1	0	442.6875	n/a	1
sub-10492	1	116.0719451	652.35	506.2222222	19	0	82.8918975	16	93.385096	n/a	118.58	10	0	0	106.4303767	n/a	0	129.6111594	1	18	112.5000855	0	105.8456145	8	585.4615385	533.77	17	1	1	1	550.5	102.3607184	562.0526316	9	575.94	99.3557556	0	13	557.5	1	1	1	48.9483855	513.5	1	0.9791667	648	1	119.518788	0	0	0	662.3333333	16	1	589.5	144.064993	1	606.875	683.875	1	0	542.2352941	n/a	1
sub-10501	1	77.5731912	546.79	496	15	0	89.0413712	20	89.1560286	n/a	58.06	8	0	0	72.9686492	n/a	0	90.4843054	1	17	126.3700081	0	53.5513085	6	506.7	488.73	15	1	1	1	477.5	48.7727725	499.1333333	7	493.1	88.5272086	0	20	478.55	1	1	1	95.5719624	474	1	0.9166667	553.5	1	102.2804321	0	0	0	565.6470588	16	1	456.375	84.3766005	1	507	576.625	1	0	480.0666667	n/a	1
sub-10506	1	46.140572	575.98	498	17	0	71.446221	16	80.2378114	n/a	64.23	5	0	0	69.6588922	n/a	0	52.0312406	1	14	80.279264	0	60.7196766	7	523.7368421	511.75	16	1	1	1	510	61.0664483	509	6	518.04	100.8421208	0	19	527.1875	1	1	1	44.1452149	497	1	0.9583333	557.5	1	75.7658651	0	0	0	588.5714286	19	1	512.2	127.0244071	1	651.4285714	568	1	0	490.25	n/a	1
sub-10517	1	39.2622946	558.79	565.7	21	0	54.8291719	15	91.1094346	n/a	43.87	4	0	0	68.0741018	n/a	0	84.6790861	1	19	82.0796986	0	73.4788827	9	504	514.92	19	1	1	1	496.5	39.0670973	516.952381	10	513.08	110.2520239	0	14	490.6666667	1	1	1	98.9074202	500	1	0.9791667	550	1	82.0108538	0	0	0	576.5789474	15	1	534.75	120.8508033	1	575.5555556	536.3333333	1	0	514.2105263	n/a	0.9791667
sub-10523	1	75.0885192	623.35	477.1666667	18	0	61.5622593	18	76.107191	n/a	126.66	7	0	0	111.4170791	n/a	0	165.6731269	1	18	115.5162326	0	131.459927	8	500	496.69	19	1	1	1	483.5	115.5461731	540.9444444	6	521.08	71.2647646	0	20	481.5	1	1	1	44.7053315	476	1	1	595.5	1	138.3349056	0	0	0	633.2222222	19	1	526.2857143	163.169354	1	606	625.8421053	1	0	510	n/a	1
sub-10524	1	54.5406067	738.42	582.6923077	18	0	100.7002133	14	101.4793218	n/a	112.65	8	0	0	145.3239717	n/a	0	90.6531132	1	12	116.0711367	0	154.0360052	10	621.7894737	625.77	17	1	1	1	601	163.1357523	610.8888889	13	611.17	91.5945349	0	19	697.0714286	1	1	1	66.7525088	611.5	1	1	745.5	1	100.9325314	0	0	0	720	20	1	589	93.1726508	1	683.7	793.3	1	0	601.9411765	n/a	0.9791667
sub-10525	1	73.4559581	544.96	499.0714286	15	0	106.9750921	14	106.774934	n/a	50.38	11	0	0	67.7463851	n/a	0	82.1182655	1	16	67.7492704	0	55.8605406	10	462.8181818	494.58	16	1	1	1	493	65.9678985	511.5333333	14	497	93.4143993	0	11	514.8571429	1	1	1	130.6972216	478	1	0.9166667	534	1	81.3024299	0	0	0	555	11	1	505	111.4037701	0.9791667	575	550.8181818	1	0	489.375	n/a	0.9791667
sub-10527	1	87.4880944	597.63	552.5	17	0	109.7940279	21	86.6030317	n/a	65.13	7	0	0	104.1456887	n/a	0	77.8755134	1	16	43.6050009	0	141.0857747	6	506.4090909	532.5	17	1	1	1	501	83.0881892	530.7058824	6	510.04	52.3627758	0	22	541.8571429	1	1	1	84.3012455	518	1	1	573	1	62.4080458	0	0	0	593.5625	22	1	500.5714286	50.0395082	1	592.1666667	607.8636364	1	0	528.8823529	n/a	1
sub-10530	1	83.0384115	555.58	444.625	16	0	65.3087903	15	55.7031774	n/a	88.16	7	0	0	79.9166676	n/a	0	50.2790546	1	17	60.8890276	0	61.1485053	10	469.8421053	467.42	21	1	1	1	464	83.4461332	484.875	8	468.44	47.8914447	0	19	481.3333333	1	1	1	50.9563889	455	1	0.9583333	555	1	59.7159611	0	0	0	575.5294118	15	1	426.5714286	56.3023302	0.9791667	554.4	558.4	1	0	458.9047619	n/a	1
sub-10557	1	81.4935239	565.5	424.4	16	0	81.5715825	13	57.7746294	n/a	111.58	7	0	0	104.1529154	n/a	0	68.2880846	1	13	126.3427688	0	42.8660705	9	489.9333333	453.92	17	1	1	1	455	71.739314	484.9375	10	482.31	52.9046729	0	15	464.3846154	1	1	1	28.7718999	439	1	0.8333333	574.5	1	96.0197578	0	0	0	623	16	1	433.2857143	65.6244728	0.9791667	584.7777778	602.4375	1	0	457.8235294	n/a	1
