participant_id	sst_bk1_pctinhib_ladder2	sst_bk2_pctinhib_ladder2	sst_ses_ssd50	sst_ses_stdev_rt	sst_bk2_direction_errors	sst_ses_ladder2mean	sst_ses_mean_rt	sst_bk2_stdev_rt	sst_bk1_ssrt	sst_bk2_ssrt	sst_ses_ladder1mean	sst_bk1_ssd50	sst_ses_pctinhib_ladder2	sst_bk2_ssrt_quant	sst_ses_median_rt	sst_bk1_median_rt	sst_bk1_pctinhib_ladder1	sst_bk1_direction_errors	sst_ses_percent_inhib	sst_bk2_ladder2mean	sst_bk2_percent_go_response	sst_bk1_quant_rt	sst_ses_percent_go_response	sst_ses_ssrt_quant	sst_bk1_ssrt_quant	sst_bk2_median_rt	sst_bk1_stdev_rt	sst_bk1_ladder2mean	sst_ses_ssrt	sst_bk2_quantilevalue	sst_bk2_percent_inhib	sst_ses_pctinhib_ladder1	sst_bk2_quant_rt	sst_ses_quant_rt	sst_ses_quantilevalue	sst_bk2_ladder1mean	sst_ses_direction_errors	sst_bk2_mean_rt	sst_bk2_pctinhib_ladder1	sst_bk1_percent_go_response	sst_bk1_endtrial	sst_bk1_mean_rt	sst_bk2_ssd50	sst_bk1_percent_inhib	sst_bk1_ladder1mean	sst_bk2_endtrial	sst_bk1_quantilevalue
sub-10249	0.5	0.5	260.9375	130.1156268	1	284.375	515.0688596	143.2356472	256	210.625	237.5	237.5	0.5	210.625	494.25	493.5	0.5625	0	0.515625	318.75	0.9895833	490	0.9947917	231.5625	252.5	495	116.9956065	250	233.3125	0.5	0.5	0.53125	495	492.5	0.484375	250	0.5	518.2210526	0.5	1	128	511.9166667	284.375	0.53125	225	128	0.46875
sub-10269	0.5625	0.5	298.4375	110.0315544	1	262.5	549.8228443	113.2749502	245.625	209	334.375	271.875	0.53125	204.0625	525.75	517.5	0.5	1	0.53125	281.25	0.9895833	512	0.984375	222.09375	240.125	534	106.7881586	243.75	227.3125	0.46875	0.53125	0.53125	529.0625	520.53125	0.46875	368.75	1	558.3052632	0.5625	0.9791667	128	541.3404255	325	0.53125	300	128	0.46875
sub-10271	0.75	0.375	459.375	147.3133814	0	443.75	703.2288925	158.3007793	326.125	150.625	475	421.875	0.5625	197.125	697.75	748	0.75	0	0.59375	468.75	1	664.75	0.9947917	220	242.875	647.5	136.3259836	418.75	238.375	0.5625	0.4375	0.625	694	679.375	0.40625	525	0	650.5104167	0.5	0.9895833	128	755.9473684	496.875	0.75	425	128	0.25
sub-10273	0.5	0.6875	292.1875	109.771756	0	293.75	531.8758401	140.2092761	211.625	269.5	290.625	234.375	0.59375	185	532.75	446	0.375	2	0.5625	343.75	1	462.0625	0.984375	206.34375	227.6875	619.5	79.3342359	243.75	240.5625	0.3125	0.6875	0.53125	535	498.53125	0.4375	356.25	1	616.03125	0.6875	0.96875	128	447.7204301	350	0.4375	225	128	0.5625
sub-10274	0.625	0.5	264.0625	89.2353978	0	259.375	461.3854167	98.3174147	215.875	159.5	268.75	228.125	0.5625	150	451.75	444	0.5	0	0.5625	293.75	1	437	1	179.4375	208.875	459.5	80.1533809	225	187.6875	0.4375	0.5625	0.5625	450	443.5	0.4375	306.25	0	470.2083333	0.625	1	128	452.5625	300	0.5625	231.25	128	0.4375
sub-10280	0.25	0.75	235.9375	75.1427535	0	215.625	458.3390351	84.6493282	197.25	254.375	256.25	193.75	0.5	205.875	461.75	391	0.375	1	0.5	237.5	1	420.8125	0.9947917	216.46875	227.0625	532.5	65.6361787	193.75	225.8125	0.3125	0.6875	0.5	484	452.40625	0.5	318.75	0.5	526.5833333	0.625	0.9895833	128	390.0947368	278.125	0.3125	193.75	128	0.6875
sub-10290	0.625	0.3125	346.875	96.4500321	1	353.125	523.377193	74.926145	218.625	102.625	340.625	409.375	0.46875	163	507.5	628	0.625	0	0.453125	306.25	0.9895833	585.5	0.9947917	169.5625	176.125	387	117.9739192	400	160.625	0.71875	0.28125	0.4375	447.375	516.4375	0.546875	262.5	0.5	410.4210526	0.25	1	128	636.3333333	284.375	0.625	418.75	128	0.375
sub-10292	0.625	0.4375	262.5	108.7451405	0	275	518.484375	106.1327847	257.25	225.75	250	256.25	0.53125	236.25	504	513.5	0.5625	0	0.53125	281.25	1	494.5	1	237.25	238.25	494.5	111.3574964	268.75	241.5	0.53125	0.46875	0.53125	505	499.75	0.46875	256.25	0	500.0208333	0.5	1	128	536.9479167	268.75	0.59375	243.75	128	0.40625
sub-10299	0.6875	0.5	503.125	196.4205639	0	531.25	727.5671498	202.0538685	242.75	218	475	431.25	0.59375	246.3125	733.5	674	0.6875	0	0.578125	606.25	0.9375	617.75	0.9479167	216.40625	186.5	793	190.7872593	456.25	230.375	0.53125	0.46875	0.5625	821.3125	719.53125	0.421875	543.75	0	772.1777778	0.4375	0.9583333	128	682.9565217	575	0.6875	406.25	128	0.3125
sub-10304	0.625	0.625	407.8125	127.5989102	0	400	679.7916667	115.9845422	309.25	231.625	415.625	318.75	0.625	210.625	678.25	628	0.625	0	0.640625	506.25	1	592.5	1	242.1875	273.75	728.5	139.2132783	293.75	270.4375	0.34375	0.65625	0.65625	707.5	650	0.359375	487.5	0	743.0833333	0.6875	1	128	616.5	496.875	0.625	343.75	128	0.375
sub-10316	0.5	0.5	387.5	118.1202805	1	409.375	566.7836623	113.9396827	216.5	149.5	365.625	362.5	0.5	161.5	570.5	579	0.625	0	0.5	425	0.9895833	562	0.9947917	180.5	199.5	562	122.3008783	393.75	183	0.5625	0.4375	0.5	574	568	0.5	400	0.5	549.4631579	0.375	1	128	584.1041667	412.5	0.5625	331.25	128	0.4375
sub-10321	0.625	0.375	245.3125	101.2428375	0	281.25	521.7632127	105.8698328	307.875	223	209.375	240.625	0.5	248.125	510.75	548.5	0.625	0	0.5	275	0.9895833	514	0.9947917	260.75	273.375	473	96.6158421	287.5	265.4375	0.625	0.375	0.5	498.125	506.0625	0.5	225	0	489.5368421	0.375	1	128	553.9895833	250	0.625	193.75	128	0.375
sub-10325	0.5	0.5625	201.5625	64.7062598	0	200	431.0520833	68.548395	219.25	229.125	203.125	181.25	0.53125	217.125	425.75	400.5	0.5	0	0.53125	237.5	1	400.5	1	218.1875	219.25	451	60.8641246	162.5	224.1875	0.4375	0.5625	0.53125	439	419.75	0.46875	206.25	0	456.4583333	0.5625	1	128	405.6458333	221.875	0.5	200	128	0.5
sub-10329	0.5625	0.5	296.875	115.1464277	1	293.75	487.6223136	125.8444551	206.875	137.375	300	303.125	0.53125	137.375	469	510	0.5	0	0.515625	293.75	0.9895833	489.5	0.9947917	161.875	186.375	428	104.4484002	293.75	172.125	0.5	0.5	0.5	428	458.75	0.484375	287.5	0.5	463.4842105	0.5	1	128	511.7604167	290.625	0.53125	312.5	128	0.46875
sub-10339	0.4375	0.5	185.9375	93.9228499	0	187.5	454.6758644	89.1428546	250.5	256.625	184.375	212.5	0.46875	254.75	439.5	463	0.375	0	0.46875	175	0.9791667	478.5	0.9895833	260.375	266	416	98.7028452	200	253.5625	0.46875	0.53125	0.46875	414.125	446.3125	0.53125	143.75	0	431.8829787	0.5625	1	128	477.46875	159.375	0.40625	225	128	0.59375
sub-10340	0.5625	0.5625	242.1875	68.9311172	0	259.375	504.8802083	73.1823216	271.25	245.875	225	193.75	0.5625	234.375	500.75	465	0.5625	0	0.5625	306.25	1	450	1	245.3125	256.25	536.5	64.6799128	212.5	258.5625	0.4375	0.5625	0.5625	525	487.5	0.4375	275	0	547.1041667	0.5625	1	128	462.65625	290.625	0.5625	175	128	0.4375
sub-10345	0.5625	0.625	317.1875	121.9964287	2	321.875	574.5323582	139.2861577	246.625	241.5	312.5	209.375	0.59375	192.625	561.25	456	0.5625	0	0.609375	431.25	0.9791667	441.5	0.9895833	212.375	232.125	666.5	104.7066998	212.5	244.0625	0.34375	0.65625	0.625	617.625	529.5625	0.390625	418.75	1	674.106383	0.6875	1	128	474.9583333	425	0.5625	206.25	128	0.4375
sub-10347	0.625	0.5	323.4375	105.4370526	0	346.875	525.8333333	91.5464165	198.875	186.75	300	315.625	0.5625	186.75	516.25	514.5	0.625	0	0.5625	362.5	1	472.5	1	171.8125	156.875	518	119.3276886	331.25	192.8125	0.5	0.5	0.5625	518	495.25	0.4375	300	0	516.96875	0.5	1	128	534.6979167	331.25	0.625	300	128	0.375
sub-10356	0.5625	0.5	296.875	117.0587333	0	340.625	531.2967525	102.5729522	251.25	198	253.125	293.75	0.53125	205	521.5	545	0.625	0	0.53125	343.75	0.9895833	517.875	0.984375	214.5625	224.125	498	131.5445144	337.5	224.625	0.53125	0.46875	0.53125	505	511.4375	0.46875	256.25	0	503.2105263	0.4375	0.9791667	128	559.3829787	300	0.59375	250	128	0.40625
sub-10361	0.625	0.375	395.3125	138.6086615	0	409.375	569.09375	114.5711148	238.25	91.625	381.25	393.75	0.5	103.625	560.25	632	0.625	0	0.53125	375	1	600.5	1	155.1875	206.75	488.5	162.6462082	443.75	164.9375	0.5625	0.4375	0.5625	500.5	550.5	0.46875	418.75	0	499.3333333	0.5	1	128	638.8541667	396.875	0.625	343.75	128	0.375
sub-10365	0.3125	0.5	170.3125	70.3102287	0	193.75	415.0469858	64.8321991	216.625	255.75	146.875	196.875	0.40625	255.75	406.5	413.5	0.5	2	0.453125	131.25	1	424.3125	0.9895833	241.59375	227.4375	399.5	75.7882583	256.25	236.1875	0.5	0.5	0.5	399.5	411.90625	0.546875	156.25	1	408.0833333	0.5	0.9791667	128	422.0106383	143.75	0.40625	137.5	128	0.59375
sub-10376	0.4375	0.5	214.0625	84.6252964	2	231.25	442.4095745	78.616047	217.875	224.5	196.875	253.125	0.46875	226.4375	435.25	471	0.4375	2	0.453125	187.5	0.9791667	480	0.9791667	226.65625	226.875	399.5	90.6345459	275	221.1875	0.53125	0.46875	0.4375	401.4375	440.71875	0.546875	162.5	2	405.0319149	0.4375	0.9791667	128	479.787234	175	0.4375	231.25	128	0.5625
sub-10377	0.5	0.4375	189.0625	88.1930468	1	200	482.8632699	92.3387466	299.875	279	178.125	178.125	0.46875	279	478.5	478	0.4375	2	0.484375	218.75	0.9895833	480.4375	0.984375	290.65625	302.3125	479	84.047347	181.25	289.4375	0.5	0.5	0.5	479	479.71875	0.515625	181.25	1.5	486.7052632	0.5625	0.9791667	128	479.0212766	200	0.46875	175	128	0.53125
sub-10388	0.4375	0.5	201.5625	74.989304	1	203.125	447.0842105	75.5253819	210.75	248.125	200	231.25	0.46875	246.15625	431	442	0.375	1	0.46875	162.5	0.9895833	453.625	0.9895833	234.265625	222.375	420	74.453226	243.75	229.4375	0.46875	0.53125	0.46875	418.03125	435.828125	0.53125	181.25	1	437.3578947	0.5625	0.9895833	128	456.8105263	171.875	0.40625	218.75	128	0.59375
sub-10428	0.75	0.3125	429.6875	121.5310241	1	415.625	591.3137178	92.1045866	280.5	40.625	443.75	475	0.53125	75.3125	590.25	755.5	0.75	0	0.546875	381.25	0.9895833	630	0.984375	115.15625	155	425	150.9574616	450	160.5625	0.65625	0.34375	0.5625	459.6875	544.84375	0.453125	387.5	0.5	437.0210526	0.375	0.9791667	128	745.606383	384.375	0.75	500	128	0.25
sub-10429	0.4375	0.6875	289.0625	140.9012036	1	253.125	565.4923292	147.4370198	333	216.875	325	225	0.5625	180.96875	564	558	0.625	2	0.5625	300	0.9895833	548.4375	0.984375	252.203125	323.4375	570	134.3653873	206.25	274.9375	0.40625	0.59375	0.5625	534.09375	541.265625	0.4375	406.25	1.5	569.4421053	0.5	0.9791667	128	561.5425532	353.125	0.53125	243.75	128	0.46875
sub-10438	0.5625	0.5	226.5625	68.2885899	0	215.625	443.6927083	62.4047344	208.875	200	237.5	228.125	0.53125	200	431	437	0.5	0	0.515625	218.75	1	432	1	201.9375	203.875	425	74.1724453	212.5	204.4375	0.5	0.5	0.5	425	428.5	0.484375	231.25	0	437.6666667	0.5	1	128	449.71875	225	0.53125	243.75	128	0.46875
sub-10440	0.625	0.4375	451.5625	115.0006122	0	428.125	640.1614583	102.8477328	245.125	160.25	475	446.875	0.53125	173.75	654.25	692	0.625	0	0.53125	456.25	1	665.5	1	196.1875	218.625	616.5	127.1534916	400	202.6875	0.5625	0.4375	0.53125	630	647.75	0.46875	456.25	0	616.3333333	0.4375	1	128	663.9895833	456.25	0.625	493.75	128	0.375
sub-10448	0.625	0.375	437.5	126.3363493	0	437.5	647.125	119.3509967	297.875	111.125	437.5	503.125	0.5	136.625	642	801	0.6875	0	0.53125	368.75	1	756	1	194.75	252.875	483	133.3217019	506.25	204.5	0.59375	0.40625	0.5625	508.5	632.25	0.46875	375	0	485.9479167	0.4375	1	128	808.3020833	371.875	0.65625	500	128	0.34375
sub-10455	0.5	0.5625	356.25	130.2394951	0	350	498.2239583	135.2568301	139	136.5	362.5	350	0.53125	148	494	489	0.625	0	0.515625	400	1	475.5	1	136.75	125.5	499	125.22216	300	137.75	0.53125	0.46875	0.5	510.5	493	0.484375	325	0	506.2708333	0.375	1	128	490.1770833	362.5	0.5625	400	128	0.4375
sub-10460	0.5625	0.5	312.5	96.0183714	0	331.25	515.28125	114.789368	215.875	158.625	293.75	253.125	0.53125	145.625	499.75	469	0.5	0	0.546875	406.25	1	466	1	179.25	212.875	530.5	77.2473748	256.25	187.25	0.4375	0.5625	0.5625	517.5	491.75	0.453125	337.5	0	552.03125	0.625	1	128	478.53125	371.875	0.53125	250	128	0.46875
sub-10471	0.4375	0.4375	320.3125	89.8710263	0	303.125	538.4114583	77.7850269	218.375	230.5	337.5	328.125	0.4375	240	544.75	546.5	0.5625	0	0.46875	293.75	1	546.5	1	229.1875	218.375	543	101.9570257	312.5	224.4375	0.5625	0.4375	0.5	552.5	549.5	0.53125	331.25	0	532.7395833	0.4375	1	128	544.0833333	312.5	0.5	343.75	128	0.5
sub-10478	0.6875	0.4375	432.8125	165.0512471	0	443.75	700.3182624	130.596741	334	187.375	421.875	425	0.5625	221.875	693.5	759	0.625	0	0.546875	431.25	1	661.25	0.9895833	229.0625	236.25	628	199.5057531	456.25	260.6875	0.5625	0.4375	0.53125	662.5	661.875	0.453125	450	0	635.5833333	0.4375	0.9791667	128	765.0531915	440.625	0.65625	393.75	128	0.34375
sub-10487	0.625	0.4375	359.375	114.1265057	0	375	530.8947368	114.7022847	158.875	175.375	343.75	328.125	0.53125	180.34375	526.5	487	0.5625	1	0.53125	431.25	0.9895833	449.375	0.9895833	150.796875	121.25	566	113.5507267	318.75	167.125	0.53125	0.46875	0.53125	570.96875	510.171875	0.46875	350	0.5	559.8842105	0.5	0.9895833	128	501.9052632	390.625	0.59375	337.5	128	0.40625
sub-10492	0.5	0.4375	265.625	65.7959185	0	259.375	472.078125	54.130625	189.875	217.375	271.875	303.125	0.46875	222.375	469.25	493	0.4375	0	0.46875	225	1	497.5	1	208.375	194.375	445.5	77.461212	293.75	203.625	0.53125	0.46875	0.46875	450.5	474	0.53125	231.25	0	445.5416667	0.5	1	128	498.6145833	228.125	0.46875	312.5	128	0.53125
sub-10501	0.625	0.5	476.5625	160.7698385	0	506.25	654.1354167	174.2065543	228.25	139.625	446.875	493.75	0.5625	158.625	660.5	722	0.5625	0	0.53125	506.25	1	696	1	180.4375	202.25	599	147.3331226	506.25	183.9375	0.53125	0.46875	0.5	618	657	0.46875	412.5	0	586.6145833	0.4375	1	128	721.65625	459.375	0.59375	481.25	128	0.40625
sub-10506	0.5	0.5	162.5	61.639653	0	184.375	403.1875	55.25141	224.75	242.25	140.625	181.25	0.5	232.25	396	406	0.375	0	0.5	156.25	1	411.5	1	231.25	230.25	386	68.0278959	212.5	233.5	0.4375	0.5625	0.5	376	393.75	0.5	131.25	0	392.6354167	0.625	1	128	413.7395833	143.75	0.4375	150	128	0.5625
sub-10517	0.5	0.5	135.9375	66.2737591	0	143.75	421.1298759	62.4615952	273.625	272.5	128.125	109.375	0.5	272.5	409	383	0.5625	2	0.515625	162.5	1	377.5625	0.9895833	270.34375	268.1875	435	70.085923	125	273.0625	0.5	0.5	0.53125	435	406.28125	0.484375	162.5	1	442.7916667	0.5	0.9791667	128	399.4680851	162.5	0.53125	93.75	128	0.46875
sub-10523	0.6875	0.4375	425	144.2379713	0	418.75	604.234375	173.6444227	279.625	-1.625	431.25	434.375	0.5625	68.375	564	714	0.6875	0	0.546875	400	1	667.5	1	150.75	233.125	414	114.8315199	437.5	139	0.59375	0.40625	0.53125	484	575.75	0.453125	431.25	0	497.6875	0.375	1	128	710.78125	415.625	0.6875	431.25	128	0.3125
sub-10524	0.4375	0.5625	328.125	159.1015075	0	315.625	541.4375	150.0106835	170.875	167.375	340.625	315.625	0.5	137.875	497.25	486.5	0.5	0	0.515625	337.5	1	496.5	1	159.375	180.875	508	168.1923316	293.75	169.125	0.4375	0.5625	0.53125	478.5	487.5	0.484375	343.75	0	534.9270833	0.5625	1	128	547.9479167	340.625	0.46875	337.5	128	0.53125
sub-10525	0.625	0.3125	421.09375	141.1511446	1	368.75	612.2263158	142.3557308	309.3125	45.5	473.4375	454.6875	0.46875	200.21875	598.5	764	0.8125	0	0.46875	331.25	0.9895833	696.21875	0.9895833	220.875	241.53125	433	139.9465583	406.25	177.40625	0.78125	0.21875	0.46875	587.71875	641.96875	0.53125	443.75	0.5	460.9263158	0.125	0.9895833	128	763.5263158	387.5	0.71875	503.125	128	0.28125
sub-10527	0.6875	0.5625	545.3125	110.7119902	0	537.5	741.328125	116.8233034	263.625	145.75	553.125	509.375	0.625	145.75	750	773	0.75	0	0.609375	593.75	1	721	1	178.6875	211.625	727	104.6006771	481.25	204.6875	0.5	0.5	0.59375	727	724	0.390625	568.75	0	715	0.4375	1	128	767.65625	581.25	0.71875	537.5	128	0.28125
sub-10530	0.6875	0.4375	504.6875	155.1495429	0	515.625	749.221742	171.3463996	263.75	200.375	493.75	493.75	0.5625	215.25	736.75	757.5	0.625	0	0.5625	550	0.9791667	705	0.9895833	213.25	211.25	716	138.9526862	481.25	232.0625	0.53125	0.46875	0.5625	730.875	717.9375	0.4375	481.25	0	739.787234	0.5	1	128	758.65625	515.625	0.65625	506.25	128	0.34375
sub-10557	0.5625	0.5	265.625	126.0940669	1	259.375	552.8602151	137.6128667	299	265.75	271.875	250	0.53125	252.3125	548	549	0.5625	0	0.546875	287.5	0.96875	529.75	0.96875	266.03125	279.75	547	114.575267	231.25	282.375	0.46875	0.53125	0.5625	533.5625	531.65625	0.453125	275	0.5	560.2150538	0.5625	0.96875	128	545.5053763	281.25	0.5625	268.75	128	0.4375
sub-10565	0.5625	0.5625	232.8125	127.8000626	0	225	495.420614	127.3137953	254.25	201.125	240.625	193.75	0.5625	210.9375	460.5	448	0.625	0	0.53125	256.25	0.9895833	427.5	0.9947917	222.34375	233.75	473	128.28633	193.75	227.6875	0.53125	0.46875	0.5	482.8125	455.15625	0.46875	287.5	0	504.7578947	0.375	1	128	486.0833333	271.875	0.59375	193.75	128	0.40625
sub-10570	0.5	0.5625	331.25	114.4501701	1	325	556.1332785	113.2296193	264.75	193.75	337.5	331.25	0.53125	187.75	560.5	596	0.5	0	0.53125	350	0.9895833	596	0.9947917	226.25	264.75	525	115.6707209	300	229.25	0.4375	0.5625	0.53125	519	557.5	0.46875	312.5	0.5	540.5894737	0.5625	1	128	571.6770833	331.25	0.5	362.5	128	0.5
sub-10575	0.5625	0.3125	350	123.5497207	0	346.875	524.8802083	109.5685298	186.125	128.375	353.125	421.875	0.4375	163.375	507.25	608	0.5625	0	0.453125	268.75	1	577.5	1	159.5	155.625	406.5	137.5309116	425	157.25	0.65625	0.34375	0.46875	441.5	509.5	0.546875	287.5	0	434.4791667	0.375	1	128	615.28125	278.125	0.5625	418.75	128	0.4375
sub-10624	0.3125	0.5625	92.96875	69.2184975	4	70.3125	391.9341398	73.3699979	310.1875	310.375	115.625	82.8125	0.4375	289.625	403.25	393	0.4375	3	0.46875	75	0.9583333	417	0.9635417	311.90625	334.1875	413.5	65.0669972	65.625	310.28125	0.4375	0.5625	0.5	392.75	404.875	0.53125	131.25	3.5	400.75	0.5625	0.96875	128	383.1182796	103.125	0.375	100	128	0.625
sub-10629	0.25	0.5625	189.0625	82.4504142	0	215.625	422.2799342	96.1987321	215.25	221.125	162.5	168.75	0.40625	208.125	407.25	384	0.4375	1	0.453125	212.5	1	406	0.9947917	222.6875	237.25	430.5	68.7020964	218.75	218.1875	0.4375	0.5625	0.5	417.5	411.75	0.546875	206.25	0.5	459.8125	0.5625	0.9895833	128	384.7473684	209.375	0.34375	118.75	128	0.65625
sub-10631	0.625	0.5	346.875	139.997342	0	368.75	529.326906	167.7465807	152.5	161.25	325	312.5	0.5625	152.25	503.75	465	0.5625	1	0.5625	418.75	1	442.6875	0.9895833	141.21875	130.1875	542.5	112.2481033	318.75	156.875	0.46875	0.53125	0.5625	533.5	488.09375	0.4375	343.75	0.5	571.2708333	0.5625	0.9791667	128	487.3829787	381.25	0.59375	306.25	128	0.40625
sub-10638	0.625	0.375	346.875	114.3271085	0	365.625	547.109375	103.9869124	232.5	160.75	328.125	337.5	0.5	189.25	543.5	570	0.5625	0	0.5	375	1	521.5	1	186.625	184	517	124.6673046	356.25	196.625	0.59375	0.40625	0.5	545.5	533.5	0.5	337.5	0	517.71875	0.4375	1	128	576.5	356.25	0.59375	318.75	128	0.40625
sub-10668	0.6875	0.4375	367.1875	105.4314535	0	400	575.8020833	115.4133756	215.375	199.75	334.375	328.125	0.5625	199.75	574.75	543.5	0.625	0	0.578125	425	1	511.5	1	191.5625	183.375	606	95.4495314	375	207.5625	0.5	0.5	0.59375	606	558.75	0.421875	387.5	0	604.2395833	0.5625	1	128	547.3645833	406.25	0.65625	281.25	128	0.34375
sub-10672	0.375	0.5625	292.1875	118.6681585	0	312.5	535.7291667	131.4402739	201.625	255.5	271.875	271.875	0.46875	233	520.75	473.5	0.5	0	0.5	312.5	1	489	1	225.0625	217.125	568	105.896043	312.5	228.5625	0.4375	0.5625	0.53125	545.5	517.25	0.5	312.5	0	580.0416667	0.5625	1	128	491.4166667	312.5	0.4375	231.25	128	0.5625
sub-10674	0.5625	0.5	343.75	92.8510778	0	321.875	546.1927083	95.0961263	217.5	140	365.625	337.5	0.53125	175.5	522.5	555	0.6875	0	0.53125	350	1	532	1	185	194.5	490	90.6060292	293.75	178.75	0.5625	0.4375	0.53125	525.5	528.75	0.46875	350	0	521.8958333	0.375	1	128	570.4895833	350	0.625	381.25	128	0.375
sub-10678	0.5	0.4375	320.3125	103.9556667	1	325	521.1736842	87.9798066	212.25	191.125	315.625	343.75	0.46875	198.03125	522	556	0.5	1	0.484375	293.75	0.9895833	556	0.9895833	205.140625	212.25	488	119.9315268	356.25	201.6875	0.53125	0.46875	0.5	494.90625	525.453125	0.515625	300	1	494.8210526	0.5	0.9895833	128	547.5263158	296.875	0.5	331.25	128	0.5
